Timestamp,Branch,Gender,Programme,year,How many hours of classes do you have in a week?,How frequently do you attend classes?,You are most likely to attend classes during,"How many courses do you have that has mandatory or random attendance, surprise quiz, marks on interaction etc?",How likely are you to attend 2 classes that has gap in between (say a class from 9am - 10am and 11am - 12-pm)?,How frequently have u attended classes before launching of attendance app?,How frequently have u attended classes after launching of attendance app?,When do you wake up usually(weekdays)?,"If your peers aren't attending a class, will you attend that class...If you have friends?",Do you care to attend classes after getting low score in exams?,What is your current CGPA? (ex. 7.73),No.of Courses,No of Classes
4/15/2024 16:49:51,Design,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Afternoon(2:30 pm - 5:30 pm),1,4,5,5,9:00 am - 10:00 am,Yes,Yes,9,5,8
4/15/2024 16:58:24,CS/AI/MnC,Male,Bachelors,3rd,> 12 hours,Rarely,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",4,1,0,0,6:00 am - 7:00 am,No,No,8.78,5,3
4/15/2024 16:58:42,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,Morning (9am - 1pm),4,4,3,5,8:00 am - 9:00 am,No,Sometimes,9.02,5,4
4/15/2024 17:06:36,EE/EP/ES/CO,Male,Bachelors,1st,> 12 hours,Often,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",5,5,4,4,8:00 am - 9:00 am,Yes,Yes,8.06,5,6
4/15/2024 17:25:04,EE/EP/ES/CO,Male,Bachelors,1st,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),1,1,0,0,6:00 am - 7:00 am,Yes,Sometimes,7.1,5,8
4/15/2024 17:26:59,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Rarely,Afternoon(2:30 pm - 5:30 pm),3,3,1,1,After 10:00 am,No,No,7.93,5,3
4/15/2024 17:33:39,EE/EP/ES/CO,Male,Bachelors,1st,<= 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),5,3,3,5,8:00 am - 9:00 am,No,Yes,7.1,3,4
4/15/2024 17:47:03,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,1st,> 12 hours,Often,Morning (9am - 1pm),4,4,3,5,8:00 am - 9:00 am,No,No,7.5,5,6
4/15/2024 18:12:00,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,1st,> 12 hours,Often,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",3,2,1,4,9:00 am - 10:00 am,No,Yes,9,5,7
4/15/2024 18:16:34,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,2nd,> 12 hours,Often,Morning (9am - 1pm),1,3,5,2,7:00 am - 8:00 am,No,Sometimes,8.5,4,7
4/15/2024 18:28:48,CS/AI/MnC,Male,Bachelors,4th,<= 12 hours,Rarely,Afternoon(2:30 pm - 5:30 pm),1,1,0,0,After 10:00 am,Yes,Sometimes,8.3,3,2
4/15/2024 18:42:18,CS/AI/MnC,Female,Bachelors,2nd,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,3,5,5,8:00 am - 9:00 am,Yes,Yes,8.1,3,8
4/15/2024 18:57:19,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",6,4,4,5,8:00 am - 9:00 am,No,Yes,7.74,4,8
4/15/2024 19:55:29,EE/EP/ES/CO,Male,Bachelors,1st,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),4,5,5,5,8:00 am - 9:00 am,Yes,Yes,8.565002302,4,8
4/16/2024 2:41:56,CS/AI/MnC,Male,Bachelors,2nd,> 12 hours,Often,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",2,2,2,2,8:00 am - 9:00 am,No,Sometimes,9.5,4,7
4/16/2024 10:43:50,EE/EP/ES/CO,Male,Bachelors,1st,> 12 hours,Often,Morning (9am - 1pm),3,3,2,5,7:00 am - 8:00 am,Yes,Yes,9,4,7
4/16/2024 11:05:18,EE/EP/ES/CO,Female,Bachelors,2nd,> 12 hours,Between Rarely and Often,Morning (9am - 1pm),7,1,3,1,9:00 am - 10:00 am,No,No,8.8,4,4
4/16/2024 14:16:05,CS/AI/MnC,Male,Bachelors,4th,> 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),6,3,3,4,9:00 am - 10:00 am,Yes,Sometimes,8,4,4
4/16/2024 14:40:48,EE/EP/ES/CO,Male,Bachelors,2nd,<= 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),1,4,5,5,8:00 am - 9:00 am,Yes,Sometimes,7.3,3,4
4/16/2024 14:42:07,CS/AI/MnC,Male,Bachelors,1st,<= 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),3,3,3,5,After 10:00 am,No,Yes,8.4,3,7
4/16/2024 14:57:12,CS/AI/MnC,Male,Bachelors,1st,<= 12 hours,Between Rarely and Often,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",3,4,3,4,8:00 am - 9:00 am,Yes,Sometimes,7.8,3,4
4/16/2024 14:57:36,CS/AI/MnC,Male,Bachelors,3rd,> 12 hours,Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",1,4,3,5,8:00 am - 9:00 am,No,Sometimes,8.2,4,7
4/16/2024 14:58:31,CS/AI/MnC,Female,Bachelors,1st,<= 12 hours,Often,Morning (9am - 1pm),1,4,5,5,7:00 am - 8:00 am,Yes,Yes,8.2,3,7
4/16/2024 15:05:54,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",3,5,5,5,6:00 am - 7:00 am,No,Yes,9.63,3,8
4/16/2024 15:12:45,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",5,2,3,5,8:00 am - 9:00 am,No,Sometimes,8.1,4,4
4/16/2024 15:24:54,CS/AI/MnC,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),1,5,5,5,6:00 am - 7:00 am,Yes,Yes,7.8,4,8
4/16/2024 15:53:57,CS/AI/MnC,Female,Bachelors,1st,<= 12 hours,Often,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",3,1,1,1,After 10:00 am,Yes,Sometimes,8.750520951,3,7
4/16/2024 15:56:11,CS/AI/MnC,Male,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",3,5,4,5,8:00 am - 9:00 am,Yes,Yes,7.94,3,7
4/16/2024 15:56:37,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",3,3,4,2,8:00 am - 9:00 am,No,Yes,7.08,4,4
4/16/2024 15:58:39,CS/AI/MnC,Female,Masters,1st,> 12 hours,Often,Morning (9am - 1pm),2,4,4,2,7:00 am - 8:00 am,No,Yes,7.69,4,7
4/16/2024 16:00:45,CS/AI/MnC,Male,Bachelors,3rd,> 12 hours,Between Rarely and Often,Evening (5:30 pm or later)  :(,3,5,5,5,7:00 am - 8:00 am,No,Sometimes,7.07,4,4
4/16/2024 16:02:20,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,2,4,5,8:00 am - 9:00 am,Yes,Yes,8.25,3,7
4/16/2024 16:06:47,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,1st,<= 12 hours,Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",1,5,4,5,6:00 am - 7:00 am,Yes,Yes,7.69,3,7
4/16/2024 16:08:14,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,3rd,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),5,3,5,5,8:00 am - 9:00 am,Yes,Yes,8.3,3,7
4/16/2024 16:10:56,ME/CH(IC)/CE/MS/BT/BM,Male,Masters,1st,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",5,5,5,5,6:00 am - 7:00 am,Yes,Yes,6.9,4,7
4/16/2024 16:16:05,ME/CH(IC)/CE/MS/BT/BM,Male,Masters,1st,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,5,4,4,6:00 am - 7:00 am,Yes,Yes,7.8,3,7
4/16/2024 16:19:13,CS/AI/MnC,Female,Bachelors,3rd,> 12 hours,Rarely,Morning (9am - 1pm),2,3,3,3,9:00 am - 10:00 am,No,Sometimes,7.79,4,2
4/16/2024 16:19:53,EE/EP/ES/CO,Male,Bachelors,1st,> 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),3,4,3,5,8:00 am - 9:00 am,No,Sometimes,7.56,4,4
4/16/2024 16:21:31,CS/AI/MnC,Female,Bachelors,3rd,<= 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),4,4,4,4,After 10:00 am,No,Yes,8.71,3,7
4/16/2024 16:23:54,CS/AI/MnC,Male,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,5,5,5,7:00 am - 8:00 am,Yes,Yes,9.24,3,7
4/16/2024 16:24:24,ME/CH(IC)/CE/MS/BT/BM,Male,Research,4+,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,3,5,5,7:00 am - 8:00 am,Yes,Yes,8.6,3,7
4/16/2024 16:27:10,CS/AI/MnC,Male,Bachelors,4th,<= 12 hours,Rarely,Afternoon(2:30 pm - 5:30 pm),2,1,1,1,After 10:00 am,No,Sometimes,7.8,2,2
4/16/2024 16:40:54,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,1st,> 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),5,4,4,4,7:00 am - 8:00 am,Yes,Yes,7.5,4,4
4/16/2024 16:47:32,EE/EP/ES/CO,Male,Bachelors,1st,<= 12 hours,Often,Morning (9am - 1pm),2,4,4,4,8:00 am - 9:00 am,Yes,Yes,9.81,2,7
4/16/2024 16:55:20,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Rarely,Morning (9am - 1pm),3,1,0,0,9:00 am - 10:00 am,No,Sometimes,8.2,4,2
4/16/2024 17:16:44,EE/EP/ES/CO,Male,Bachelors,1st,> 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),3,4,2,5,9:00 am - 10:00 am,No,Yes,9.5,4,4
4/16/2024 17:17:49,Design,Male,Bachelors,2nd,<= 12 hours,Often,Morning (9am - 1pm),8,4,4,4,9:00 am - 10:00 am,Yes,Yes,8.2,2,7
4/16/2024 17:38:20,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",3,5,5,5,8:00 am - 9:00 am,Yes,Yes,8.38,2,7
4/16/2024 17:41:16,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,1st,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,5,5,5,8:00 am - 9:00 am,Yes,Sometimes,8.89,4,7
4/16/2024 17:59:30,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,1st,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,2,4,4,8:00 am - 9:00 am,Yes,Yes,8.5,4,7
4/16/2024 18:17:38,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",4,2,3,2,After 10:00 am,No,Sometimes,8.62,4,4
4/16/2024 18:17:50,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Rarely,Morning (9am - 1pm),6,1,3,5,After 10:00 am,No,Sometimes,8,4,2
4/16/2024 18:35:55,CS/AI/MnC,Male,Bachelors,2nd,> 12 hours,Rarely,Afternoon(2:30 pm - 5:30 pm),2,3,3,1,After 10:00 am,No,Sometimes,8.4,4,2
4/16/2024 19:13:21,ME/CH(IC)/CE/MS/BT/BM,Male,Masters,1st,> 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),1,5,5,5,9:00 am - 10:00 am,Yes,Yes,9.1,4,7
4/16/2024 19:27:29,CS/AI/MnC,Male,Bachelors,1st,<= 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,2,2,2,8:00 am - 9:00 am,Yes,Sometimes,7.5,2,4
4/16/2024 19:58:11,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Rarely,Evening (5:30 pm or later)  :(,1,1,0,2,9:00 am - 10:00 am,No,No,6.7,4,2
4/16/2024 20:03:14,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,1st,<= 12 hours,Often,Morning (9am - 1pm),3,4,3,4,9:00 am - 10:00 am,No,Sometimes,8.53,2,7
4/16/2024 20:26:29,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,4th,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,4,4,4,8:00 am - 9:00 am,Yes,Yes,8.37,2,7
4/16/2024 21:34:07,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,3rd,> 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),3,3,2,3,After 10:00 am,Yes,Yes,7.95,4,7
4/16/2024 21:56:34,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,3rd,> 12 hours,Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,4,3,4,8:00 am - 9:00 am,Yes,Sometimes,7.2,4,7
4/16/2024 22:14:52,ME/CH(IC)/CE/MS/BT/BM,Female,Masters,1st,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",6,3,5,5,7:00 am - 8:00 am,Yes,Yes,8.2,4,7
4/16/2024 22:17:20,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,2nd,> 12 hours,Often,Morning (9am - 1pm),3,5,2,2,8:00 am - 9:00 am,No,Yes,8.63,4,7
4/16/2024 22:17:41,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,<= 12 hours,Between Rarely and Often,Morning (9am - 1pm),2,3,3,3,8:00 am - 9:00 am,No,Sometimes,8,2,4
4/16/2024 22:19:04,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,3rd,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",1,4,5,5,6:00 am - 7:00 am,Yes,Yes,9.25,4,7
4/16/2024 22:23:56,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,<= 12 hours,Rarely,Morning (9am - 1pm),1,1,0,1,9:00 am - 10:00 am,No,No,8.6,2,2
4/16/2024 22:24:15,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Rarely,Morning (9am - 1pm),4,2,1,1,9:00 am - 10:00 am,No,Sometimes,8.44,4,2
4/16/2024 22:24:33,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,<= 12 hours,Rarely,Morning (9am - 1pm),3,2,1,1,8:00 am - 9:00 am,No,Sometimes,8.22,2,2
4/16/2024 22:29:48,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,<= 12 hours,Between Rarely and Often,Morning (9am - 1pm),1,1,3,3,8:00 am - 9:00 am,Yes,Sometimes,8.8,2,4
4/16/2024 22:34:19,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Afternoon(2:30 pm - 5:30 pm),7,3,5,5,8:00 am - 9:00 am,Yes,Sometimes,8.9,4,7
4/16/2024 22:42:51,CS/AI/MnC,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,Morning (9am - 1pm),3,1,2,2,7:00 am - 8:00 am,Yes,Sometimes,9.29,4,4
4/16/2024 22:45:21,EE/EP/ES/CO,Female,Bachelors,2nd,> 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",3,4,3,3,8:00 am - 9:00 am,Yes,Sometimes,7.3,4,4
4/16/2024 22:51:44,ME/CH(IC)/CE/MS/BT/BM,Female,Research,1st,<= 12 hours,Often,Morning (9am - 1pm),3,5,5,5,7:00 am - 8:00 am,Yes,No,7.73,2,7
4/16/2024 22:52:30,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Rarely,Morning (9am - 1pm),1,1,0,0,9:00 am - 10:00 am,No,No,8,4,2
4/16/2024 22:53:28,CS/AI/MnC,Male,Bachelors,2nd,<= 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),1,1,3,3,After 10:00 am,No,Sometimes,8.13692334,2,7
4/16/2024 23:14:23,CS/AI/MnC,Female,Bachelors,1st,<= 12 hours,Rarely,"Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",1,3,3,5,After 10:00 am,No,Sometimes,8.18,2,1
4/16/2024 23:38:32,EE/EP/ES/CO,Female,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",3,5,5,5,7:00 am - 8:00 am,Yes,Yes,7.7,2,7
4/16/2024 23:50:31,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),3,5,5,5,8:00 am - 9:00 am,Yes,No,7.45,4,7
4/16/2024 23:52:15,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,2nd,<= 12 hours,Rarely,Morning (9am - 1pm),1,1,1,1,8:00 am - 9:00 am,No,No,8.98,2,1
4/17/2024 0:11:20,EE/EP/ES/CO,Male,Bachelors,1st,<= 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,3,4,4,8:00 am - 9:00 am,Yes,Yes,8.38,1,7
4/17/2024 0:13:23,ME/CH(IC)/CE/MS/BT/BM,Female,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),6,5,5,5,8:00 am - 9:00 am,Yes,Yes,9.1,4,7
4/17/2024 0:54:55,EE/EP/ES/CO,Female,Bachelors,2nd,<= 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),2,2,3,4,8:00 am - 9:00 am,Yes,Sometimes,9.11,1,7
4/17/2024 2:53:55,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Between Rarely and Often,Afternoon(2:30 pm - 5:30 pm),4,4,1,3,9:00 am - 10:00 am,No,Sometimes,8.3,4,4
4/17/2024 7:59:46,EE/EP/ES/CO,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",7,5,5,5,7:00 am - 8:00 am,No,Yes,8.5,4,7
4/17/2024 9:44:34,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,3rd,> 12 hours,Often,Afternoon(2:30 pm - 5:30 pm),1,4,3,3,7:00 am - 8:00 am,Yes,Yes,8.4,4,7
4/17/2024 9:52:05,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),Morning (9am - 1pm),1,5,5,5,7:00 am - 8:00 am,Yes,Yes,8.45,4,7
4/17/2024 16:47:06,CS/AI/MnC,Male,Bachelors,3rd,> 12 hours,Rarely,Evening (5:30 pm or later)  :(,4,1,0,3,6:00 am - 7:00 am,No,No,8.075209742,4,1
4/17/2024 18:56:43,ME/CH(IC)/CE/MS/BT/BM,Male,Research,1st,<= 12 hours,Between Rarely and Often,"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm), Evening (5:30 pm or later)  :(",1,1,5,5,7:00 am - 8:00 am,Yes,Yes,7.1,1,4
4/17/2024 21:21:00,EE/EP/ES/CO,Male,Bachelors,4th,<= 12 hours,Rarely,Afternoon(2:30 pm - 5:30 pm),4,1,0,0,After 10:00 am,No,No,9.858902472,1,1
4/17/2024 22:36:11,CS/AI/MnC,Female,Bachelors,1st,<= 12 hours,Rarely,Morning (9am - 1pm),1,1,1,1,9:00 am - 10:00 am,No,No,9.1,1,1
4/18/2024 4:04:56,ME/CH(IC)/CE/MS/BT/BM,Male,Bachelors,2nd,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",1,1,4,4,9:00 am - 10:00 am,Yes,Yes,8.24,4,7
4/19/2024 17:10:06,EE/EP/ES/CO,Male,Bachelors,4th,> 12 hours,Almost every class(Lol..Prodigy),"Morning (9am - 1pm), Afternoon(2:30 pm - 5:30 pm)",2,5,5,5,7:00 am - 8:00 am,Yes,Sometimes,8.851116729,4,7